"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date.time","location","status","depth","successful.count","successful.length"
"13","20220521_BOTTOM_4_0003_0001.mp4","35777","20220521_TOP_4_0003_0001.mp4","33069","219","1.15310",NA,NA,"2.18016","2978.48724","30.98979",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","fasciata","37311116",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-822.35237","1288.11166","-2556.53890","4.32262","6.75514","13.19877","-22.7317","113.543","2022-05-21T16:11:52+0800",NA,"No-take","90.7","Yes","Yes"
"14","20220521_BOTTOM_4_0003_0001.mp4","35777","20220521_TOP_4_0003_0001.mp4","33069","219","1.15310",NA,NA,"2.00656","3868.05445","33.66100",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","fasciata","37311116",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-1048.91343","1861.87807","-3224.13336","6.79896","12.07702","20.75925","-22.7317","113.543","2022-05-21T16:11:52+0800",NA,"No-take","90.7","Yes","Yes"
"15","20220521_BOTTOM_4_0003_0001.mp4","35777","20220521_TOP_4_0003_0001.mp4","33069","219","1.15310",NA,NA,"9.36169","6365.99904","34.69811",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","fasciata","37311116",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-1869.26518","3091.55168","-5241.57416","19.35701","32.27252","54.49206","-22.7317","113.543","2022-05-21T16:11:52+0800",NA,"No-take","90.7","Yes","Yes"
"16","20220521_BOTTOM_4_0003_0001.mp4","35777","20220521_TOP_4_0003_0001.mp4","33069","219","1.15310",NA,NA,"13.53151","7297.10334","35.24498",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","fasciata","37311116",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-2142.73864","3610.24184","-5968.46229","25.16673","42.74884","70.41209","-22.7317","113.543","2022-05-21T16:11:52+0800",NA,"No-take","90.7","Yes","Yes"
"17","20220521_BOTTOM_4_0004_0001.mp4","7614","20220521_TOP_4_0004_0001.mp4","4906","259","0.15071",NA,NA,"1.70813","2338.17194","30.62456",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-540.15150","1074.96504","-2004.92756","2.31723","4.35788","8.11035","-22.7312","113.5443","2022-05-21T16:24:58+0800",NA,"No-take","88.9","Yes","Yes"
"18","20220521_BOTTOM_4_0004_0001.mp4","8345","20220521_TOP_4_0004_0001.mp4","5637","259","0.35396",NA,NA,"3.25852","6592.81562","32.10023",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-50.77701","-3465.74020","-5608.14446","2.70528","37.89963","60.48041","-22.7312","113.5443","2022-05-21T16:24:58+0800",NA,"No-take","88.9","Yes","Yes"
"19","20220521_BOTTOM_4_0004_0001.mp4","9040","20220521_TOP_4_0004_0001.mp4","6332","259","0.54721",NA,NA,"0.69810","4859.62764","5.88038",NA,NA,NA,NA,NA,"Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","184.59292","-430.14257","-4837.03252","2.89415","4.96691","45.88890","-22.7312","113.5443","2022-05-21T16:24:58+0800",NA,"No-take","88.9","Yes","Yes"
"20","20220521_BOTTOM_4_0004_0001.mp4","12085","20220521_TOP_4_0004_0001.mp4","9377","259","1.39389",NA,NA,"2.41497","3747.54086","33.38331",NA,NA,NA,NA,NA,"Serranidae","Epinephelus","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-525.14451","-1973.13175","-3142.45713","3.53584","12.37237","19.36576","-22.7312","113.5443","2022-05-21T16:24:58+0800",NA,"No-take","88.9","Yes","Yes"
"3","20220523_BOTTOM_1_0002_0001.mp4","67731","20220523_TOP_1_0003_0001.mp4","32680","274","1.39445",NA,NA,"10.18353","1243.90144","22.12031",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-160.57408","437.15024","-1153.43245","0.66324","1.16314","2.70382","-22.7343","113.5502","2022-05-23T08:50:34+0800",NA,"No-take","79.2","Yes","Yes"
"0","20220523_BOTTOM_2_0002_0001.mp4","30120","20220523_TOP_2_0002_0001.mp4","34652","214","1.00934",NA,NA,"2.57866","2085.93101","15.42461",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-552.64916","-52.79513","-2010.69634","2.41806","1.00662","8.30123","-22.733","113.5497","2022-05-23T09:52:30+0800",NA,"No-take","81.5","Yes","Yes"
"1","20220523_BOTTOM_2_0003_0001.mp4","20943","20220523_TOP_2_0003_0001.mp4","25475","256","1.31270",NA,NA,"0.03375","5479.02984","6.45270",NA,NA,NA,NA,NA,"Pomacanthidae","Pomacanthus","semicirculatus","37365080",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-32.10652","-625.85533","-5443.07287","2.64593","7.10447","58.60628","-22.7326","113.5465","2022-05-23T10:09:25+0800",NA,"No-take","86.1","Yes","Yes"
"3","20220523_BOTTOM_2_0003_0001.mp4","25186","20220523_TOP_2_0003_0001.mp4","29718","256","2.49249",NA,NA,"2.34995","5512.77248","25.70096",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","475.47562","-2352.96951","-4962.67245","5.06734","22.66897","47.97608","-22.7326","113.5465","2022-05-23T10:09:25+0800",NA,"No-take","86.1","Yes","Yes"
"4","20220523_BOTTOM_2_0004_0001.mp4","293","20220523_TOP_2_0004_0001.mp4","4825","233","0.29057",NA,NA,"0.11863","2280.21803","27.40244",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-345.31078","986.93233","-2026.35617","1.65045","4.10865","8.23266","-22.7305","113.5526","2022-05-23T10:25:29+0800",NA,"No-take","76.2","Yes","Yes"
"5","20220523_BOTTOM_2_0004_0001.mp4","51137","20220523_TOP_2_0004_0001.mp4","55669","251","1.35608",NA,NA,"2.71678","2214.12247","20.32264",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-667.46966","377.67856","-2077.06077","2.93271","1.90591","8.85772","-22.7277","113.554","2022-05-23T10:37:45+0800",NA,"No-take","76.4","Yes","Yes"
"6","20220523_BOTTOM_2_0004_0001.mp4","55969","20220523_TOP_2_0004_0001.mp4","60501","251","2.69964",NA,NA,"0.91085","1772.45124","13.73037",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-357.98201","217.52377","-1722.24147","1.46895","1.14044","6.05827","-22.7277","113.554","2022-05-23T10:37:45+0800",NA,"No-take","76.4","Yes","Yes"
"0","20220523_BOTTOM_3_0001_0001.mp4","36553","20220523_TOP_3_0001_0001.mp4","39281","212","1.28601",NA,NA,"0.85631","2548.30997","28.30646",NA,NA,NA,NA,NA,"Labridae","Coris","caudimacula","37384092",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-843.75850","-869.52077","-2241.84944","3.90286","4.06495","10.21245","-22.728","113.556","2022-05-23T11:00:30+0800",NA,"No-take","75","Yes","Yes"
"0","20220525_BOTTOM_3_0004_0001.mp4","36559","20220525_TOP_3_0004_0001.mp4","31468","218","0.50662",NA,NA,"13.28337","3304.07585","17.42439",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-983.97358","95.61816","-3152.70842","6.42747","1.68266","20.40186","-22.726","113.5411","2022-05-25T11:55:43+0800",NA,"No-take","97.7","Yes","Yes"
"1","20220525_BOTTOM_3_0004_0001.mp4","41554","20220525_TOP_3_0004_0001.mp4","36463","218","1.89550",NA,NA,"2.89573","3201.56077","22.91359",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-1158.95109","452.98604","-2949.85210","6.98785","3.10173","17.82399","-22.726","113.5411","2022-05-25T11:55:43+0800",NA,"No-take","97.7","Yes","Yes"
"2","20220525_BOTTOM_3_0004_0001.mp4","41554","20220525_TOP_3_0004_0001.mp4","36463","218","1.89550",NA,NA,"1.91673","3203.81115","21.45993",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-1172.10801","-10.31279","-2981.68784","7.17940","1.46438","18.27549","-22.726","113.5411","2022-05-25T11:55:43+0800",NA,"No-take","97.7","Yes","Yes"
"0","20220525_BOTTOM_4_0001_0001.mp4","14841","20220525_TOP_4_0001_0001.mp4","14713","228","0.18574",NA,NA,"0.31014","3601.25274","25.99435",NA,NA,NA,NA,NA,"Carangidae","Decapterus","muroadsi","37337071",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","243.64708","1529.44035","-3251.22586","2.12819","9.81309","20.23605","-22.7233","113.5472","2022-05-25T13:01:14+0800",NA,"No-take","88","Yes","Yes"
"3","20220525_BOTTOM_4_0002_0001.mp4","49970","20220525_TOP_4_0002_0001.mp4","49842","217","2.45551",NA,NA,"1.08446","3766.80415","26.69807",NA,NA,NA,NA,NA,"Gobiidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-1288.56440","1088.80854","-3367.92388","8.86677","7.69872","23.20185","-22.7179","113.5593","2022-05-25T13:28:40+0800",NA,"No-take","73.2","Yes","Yes"
"4","20220525_BOTTOM_4_0003_0001.mp4","21622","20220525_TOP_4_0003_0001.mp4","21494","223","2.21916",NA,NA,"5.78262","6432.36073","9.91076",NA,NA,NA,NA,NA,"Carangidae","Carangoides","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","694.02057","-875.29477","-6334.62383","9.01035","11.06989","78.43658","-22.7188","113.5517","2022-05-25T13:41:07+0800",NA,"No-take","80.5","Yes","Yes"
"6","20220525_BOTTOM_4_0003_0001.mp4","57926","20220525_TOP_4_0003_0001.mp4","57798","260","0.37760",NA,NA,"0.47484","2235.55326","23.74246",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-710.80270","-556.31345","-2045.23184","3.07108","2.51668","8.58781","-22.7177","113.5525","2022-05-25T13:53:04+0800",NA,"No-take","83.6","Yes","Yes"
"11","20220525_BOTTOM_4_0007_0001.mp4","14563","20220525_TOP_4_0007_0001.mp4","14435","220","0.36147",NA,NA,"0.63683","2416.61855","27.38560",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-429.23386","1005.48011","-2155.18288","2.07886","4.69700","9.72699","-22.7067","113.5554","2022-05-25T15:00:42+0800",NA,"No-take","80.8","Yes","Yes"
"13","20220525_BOTTOM_4_0007_0001.mp4","58002","20220525_TOP_4_0007_0001.mp4","57874","268","0.92704",NA,NA,"6.44650","2958.58589","8.22874",NA,NA,NA,NA,NA,"Carangidae","Decapterus","muroadsi","37337071",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-20.44699","-428.84027","-2927.26979","1.42209","2.82835","17.03882","-22.7054","113.5501","2022-05-25T15:12:08+0800",NA,"No-take","90.6","Yes","Yes"
"14","20220525_BOTTOM_4_0007_0001.mp4","58002","20220525_TOP_4_0007_0001.mp4","57874","268","0.92704",NA,NA,"4.78278","3594.93641","4.01785",NA,NA,NA,NA,NA,"Carangidae","Decapterus","muroadsi","37337071",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-251.26602","10.47542","-3586.12931","2.47469","1.74123","25.65895","-22.7054","113.5501","2022-05-25T15:12:08+0800",NA,"No-take","90.6","Yes","Yes"
"1","20220525_BOTTOM_5_0001_0001.mp4","33327","20220525_TOP_5_0001_0001.mp4","33000","254","2.90485",NA,NA,"0.64903","4506.70503","26.23086",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-1618.28618","1151.37678","-4045.47544","13.34579","9.78139","33.51005","-22.6993","113.5499","2022-05-25T15:40:10+0800",NA,"No-take","96","Yes","Yes"
"2","20220525_BOTTOM_5_0001_0001.mp4","33327","20220525_TOP_5_0001_0001.mp4","33000","254","2.90485",NA,NA,"0.26149","2860.87624","23.21923",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-964.62871","577.98656","-2630.59610","5.26135","3.40189","14.25207","-22.6993","113.5499","2022-05-25T15:40:10+0800",NA,"No-take","96","Yes","Yes"
"5","20220525_BOTTOM_5_0002_0001.mp4","5777","20220525_TOP_5_0002_0001.mp4","5450","242","2.05483",NA,NA,"0.69227","4773.46611","21.89032",NA,NA,NA,NA,NA,"Chaetodontidae","Heniochus","acuminatus","37365011",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","140.87993","1803.61371","-4417.36450","2.43604","15.43519","38.29623","-22.7009","113.5519","2022-05-25T15:53:38+0800",NA,"No-take","88.5","Yes","Yes"
"6","20220525_BOTTOM_5_0003_0001.mp4","15934","20220525_TOP_5_0003_0001.mp4","15607","257","1.01768",NA,NA,"0.05073","2648.58504","24.05705",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","267.06047","1041.27120","-2420.62713","1.71406","5.04554","11.39985","-22.7001","113.5592","2022-05-25T16:18:12+0800",NA,"No-take","79.4","Yes","Yes"
"8","20220525_BOTTOM_5_0003_0001.mp4","17686","20220525_TOP_5_0003_0001.mp4","17359","257","1.50484",NA,NA,"14.88838","6651.04046","18.93623",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","469.97618","2090.96212","-6296.29565","6.37536","25.77915","76.68452","-22.7001","113.5592","2022-05-25T16:18:12+0800",NA,"No-take","79.4","Yes","Yes"
"9","20220525_BOTTOM_5_0003_0001.mp4","17686","20220525_TOP_5_0003_0001.mp4","17359","257","1.50484",NA,NA,"3.27857","6997.71524","24.22543",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-132.43049","2852.46057","-6388.57961","3.47173","35.84511","79.69242","-22.7001","113.5592","2022-05-25T16:18:12+0800",NA,"No-take","79.4","Yes","Yes"
"10","20220525_BOTTOM_5_0003_0001.mp4","21861","20220525_TOP_5_0003_0001.mp4","21534","257","2.66572",NA,NA,"10.22535","6706.02765","17.56419",NA,NA,NA,NA,NA,"Carangidae","Carangoides","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","1241.18226","1582.52295","-6397.33496","15.21918","19.64820","77.87754","-22.7001","113.5592","2022-05-25T16:18:12+0800",NA,"No-take","79.4","Yes","Yes"
"2","20220526_BOTTOM_3_0001_0001.mp4","25972","20220526_TOP_3_0001_0001.mp4","32439","258","2.54727",NA,NA,"6.39259","3159.76619","30.26803",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-7.22213","1610.81642","-2718.33417","1.29172","8.48430","14.45112","-22.6958","113.5593","2022-05-26T14:20:39+0800",NA,"No-take","79.6","Yes","Yes"
"3","20220526_BOTTOM_3_0002_0001.mp4","20615","20220526_TOP_3_0002_0001.mp4","27082","234","2.35485",NA,NA,"0.27466","3303.40216","30.70503",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-1087.86941","1308.00771","-2831.62883","6.21919","7.43923","16.20641","-22.6938","113.5563","2022-05-26T14:39:27+0800",NA,"No-take","85.6","Yes","Yes"
"4","20220526_BOTTOM_3_0002_0001.mp4","66817","20220526_TOP_3_0003_0001.mp4","1356","213","1.99894",NA,NA,"2.98690","2338.28281","19.24186",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-630.12856","458.28679","-2204.64911","2.96995","2.26742","9.98329","-22.6919","113.5534","2022-05-26T14:52:29+0800",NA,"No-take","93.5","Yes","Yes"
"5","20220526_BOTTOM_3_0002_0001.mp4","66817","20220526_TOP_3_0003_0001.mp4","1356","213","1.99894",NA,NA,"1.33108","2129.48496","21.80884",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-668.35983","436.47042","-1974.20741","2.80642","1.96650","8.04251","-22.6919","113.5534","2022-05-26T14:52:29+0800",NA,"No-take","93.5","Yes","Yes"
"6","20220526_BOTTOM_3_0003_0001.mp4","49987","20220526_TOP_3_0003_0001.mp4","56454","204","2.97102",NA,NA,"6.04368","3223.11446","27.72340",NA,NA,NA,NA,NA,"Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-374.86830","1425.33590","-2866.41904","2.46982","8.54806","16.74892","-22.6911","113.5576","2022-05-26T15:07:11+0800",NA,"No-take","85.8","Yes","Yes"
"9","20220526_BOTTOM_3_0005_0001.mp4","66213","20220526_TOP_3_0006_0001.mp4","752","246","2.56812",NA,NA,"0.04795","1804.54472","24.27366",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-639.64719","-379.81672","-1644.07189","2.25166","1.51135","5.62841","-22.6891","113.5588","2022-05-26T15:52:13+0800",NA,"No-take","84.3","Yes","Yes"
"10","20220526_BOTTOM_3_0006_0001.mp4","50500","20220526_TOP_3_0006_0001.mp4","56967","239","2.87704",NA,NA,"1.36974","3773.12124","29.88176",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-1240.91506","1405.44989","-3274.33723","8.05482","9.29156","21.43407","-22.6885","113.5564","2022-05-26T16:04:43+0800",NA,"No-take","90.5","Yes","Yes"
"0","20220527_BOTTOM_1_0003_0001.mp4","22771","20220527_TOP_1_0003_0001.mp4","24237","210","0.18630",NA,NA,"0.32888","4076.52759","21.23501",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-1391.30479","-468.92083","-3802.95431","10.88048","4.28848","29.71853","-22.686","113.5589","2022-05-27T08:51:10+0800",NA,"No-take","87.7","Yes","Yes"
"1","20220527_BOTTOM_1_0003_0001.mp4","23999","20220527_TOP_1_0003_0001.mp4","25465","210","0.52775",NA,NA,"0.90349","5710.98651","15.04186",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","103.51363","-1529.47367","-5501.39638","2.71679","16.17596","59.96900","-22.686","113.5589","2022-05-27T08:51:10+0800",NA,"No-take","87.7","Yes","Yes"
"5","20220527_BOTTOM_1_0005_0001.mp4","28335","20220527_TOP_1_0005_0001.mp4","29801","271","1.21232",NA,NA,"0.87267","3034.89992","29.57281",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-848.76994","1227.55815","-2642.59496","4.61824","6.69051","14.14657","-22.6776","113.5654","2022-05-27T09:32:15+0800",NA,"No-take","79.5","Yes","Yes"
"10","20220527_BOTTOM_1_0006_0001.mp4","18552","20220527_TOP_1_0006_0001.mp4","20018","273","0.40457",NA,NA,"3.87280","2187.64727","25.74379",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","214.76661","938.73187","-1964.29589","1.24266","3.62514","7.50471","-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"11","20220527_BOTTOM_1_0006_0001.mp4","18552","20220527_TOP_1_0006_0001.mp4","20018","273","0.40457",NA,NA,"3.70745","2245.13929","23.03492",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","176.49197","874.35507","-2060.34080","1.21662","3.58075","8.31608","-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"12","20220527_BOTTOM_1_0006_0001.mp4","18552","20220527_TOP_1_0006_0001.mp4","20018","273","0.40457",NA,NA,"2.34220","2127.37008","20.62158",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","57.05524","760.33472","-1986.03607","0.98657","3.06381","7.80906","-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"13","20220527_BOTTOM_1_0006_0001.mp4","18552","20220527_TOP_1_0006_0001.mp4","20018","273","0.40457",NA,NA,"0.32305","2141.61523","20.77503",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","115.18433","764.18428","-1997.31589","1.06502","3.08346","7.86501","-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"14","20220527_BOTTOM_1_0006_0001.mp4","18552","20220527_TOP_1_0006_0001.mp4","20018","273","0.40457",NA,NA,"0.89835","2181.46132","19.91959",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","130.93516","745.26414","-2046.02318","1.11826","3.08450","8.24740","-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"15","20220527_BOTTOM_1_0006_0001.mp4","18552","20220527_TOP_1_0006_0001.mp4","20018","273","0.40457",NA,NA,"0.22887","2272.24609","19.37371",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","157.93582","751.31707","-2138.61667","1.22343","3.24174","8.99601","-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"16","20220527_BOTTOM_1_0006_0001.mp4","18552","20220527_TOP_1_0006_0001.mp4","20018","273","0.40457",NA,NA,"0.91052","2495.73446","17.44672",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","147.47068","749.45542","-2375.97548","1.33393","3.59276","11.11576","-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"17","20220527_BOTTOM_1_0006_0001.mp4","18552","20220527_TOP_1_0006_0001.mp4","20018","273","0.40457",NA,NA,"0.77308","2358.96862","17.04362",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","171.67527","684.78796","-2250.85006","1.32013","3.13491","9.96426","-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"18","20220527_BOTTOM_1_0006_0001.mp4","18552","20220527_TOP_1_0006_0001.mp4","20018","273","0.40457",NA,NA,"4.42336","2393.21869","15.42293",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","118.92761","640.62022","-2302.81516","1.23440","3.03004","10.46330","-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"19","20220527_BOTTOM_1_0006_0001.mp4","18552","20220527_TOP_1_0006_0001.mp4","20018","273","0.40457",NA,NA,"1.78043","2299.24493","13.65094",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","43.98030","555.74046","-2230.63792","1.09640","2.60577","9.86121","-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"20","20220527_BOTTOM_1_0006_0001.mp4","18552","20220527_TOP_1_0006_0001.mp4","20018","273","0.40457",NA,NA,"5.53379","2304.59971","15.71672",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","93.41200","632.02691","-2214.27099","1.14489","2.88483","9.68994","-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"22","20220527_BOTTOM_1_0006_0001.mp4","19462","20220527_TOP_1_0006_0001.mp4","20928","273","0.65760",NA,NA,"0.28026","1473.28869","20.40717",NA,NA,NA,NA,NA,"Labridae","Labroides","dimidiatus","37384028",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-386.46706","335.67783","-1381.50034","1.24015","1.16703","3.92638","-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
